App,Category,Rating,Reviews,Size,Installs,Type,Content Rating
My Talking Angela,GAME,4.5,9881829,99M,"100,000,000+",Free,Everyone
Cut the Rope FULL FREE,GAME,4.4,2123381,49M,"100,000,000+",Free,Everyone
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671249,Varies with device,"100,000,000+",Free,Mature 17+
Subway Surfers,GAME,4.5,27723193,76M,"1,000,000,000+",Free,Everyone 10+
ROBLOX,GAME,4.5,4447346,67M,"100,000,000+",Free,Everyone 10+
Pou,GAME,4.3,10485334,24M,"500,000,000+",Free,Everyone
8 Ball Pool,GAME,4.5,14198602,52M,"100,000,000+",Free,Everyone
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,Everyone 10+
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,Everyone
Plants vs. Zombies FREE,GAME,4.4,4066980,69M,"100,000,000+",Free,Everyone 10+
Cooking Fever,GAME,4.5,3197865,82M,"100,000,000+",Free,Everyone
Toon Blast,GAME,4.7,1351068,Varies with device,"10,000,000+",Free,Everyone
Score! Hero,GAME,4.6,5418675,96M,"100,000,000+",Free,Everyone
My Talking Angela,GAME,4.5,9881908,99M,"100,000,000+",Free,Everyone
Bubble Shooter,GAME,4.5,148895,46M,"10,000,000+",Free,Everyone
Toy Blast,GAME,4.7,1889250,Varies with device,"50,000,000+",Free,Everyone
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99M,"10,000,000+",Free,Everyone
Wordscapes,GAME,4.8,230710,87M,"10,000,000+",Free,Everyone
Word Search,GAME,4.7,295305,3.9M,"10,000,000+",Free,Everyone
Candy Crush Soda Saga,GAME,4.4,6198880,67M,"100,000,000+",Free,Everyone
Fishdom,GAME,4.6,2157930,Varies with device,"10,000,000+",Free,Everyone
Garena Free Fire,GAME,4.5,5465624,53M,"100,000,000+",Free,Teen
Block Puzzle,GAME,4.6,59854,7.8M,"5,000,000+",Free,Everyone
Bowmasters,GAME,4.7,1534466,Varies with device,"50,000,000+",Free,Teen
Clash Royale,GAME,4.6,23134775,97M,"100,000,000+",Free,Everyone 10+
My Talking Tom,GAME,4.5,14891223,Varies with device,"500,000,000+",Free,Everyone
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,"100,000,000+",Free,Mature 17+
Granny,GAME,4.5,1137271,59M,"50,000,000+",Free,Teen
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,Everyone
Angry Birds Rio,GAME,4.4,2610622,46M,"100,000,000+",Free,Everyone
Zombie Catchers,GAME,4.7,990586,75M,"10,000,000+",Free,Everyone
Zombie Hunter King,GAME,4.3,10354,50M,"1,000,000+",Free,Mature 17+
Temple Run 2,GAME,4.3,8118937,62M,"500,000,000+",Free,Everyone
Zombie Tsunami,GAME,4.4,4921122,Varies with device,"100,000,000+",Free,Everyone 10+
Jungle Marble Blast,GAME,4.3,18985,23M,"5,000,000+",Free,Everyone
Rider,GAME,4.5,655067,72M,"10,000,000+",Free,Teen
Farm Heroes Saga,GAME,4.4,7614271,70M,"100,000,000+",Free,Everyone
Super Jim Jump - pixel 3d,GAME,4.5,10434,18M,"1,000,000+",Free,Everyone
slither.io,GAME,4.4,5234825,Varies with device,"100,000,000+",Free,Everyone
Roll the Ball® - slide puzzle,GAME,4.5,1385093,35M,"100,000,000+",Free,Everyone
Talking Tom Gold Run,GAME,4.6,2698348,78M,"100,000,000+",Free,Everyone
Pixel Art: Color by Number Game,GAME,4.7,1125017,25M,"10,000,000+",Free,Everyone
Dream League Soccer 2018,GAME,4.6,9882639,74M,"100,000,000+",Free,Everyone
Angry Birds Classic,GAME,4.4,5566805,97M,"100,000,000+",Free,Everyone
Fruits Bomb,GAME,4.4,74673,17M,"10,000,000+",Free,Everyone
Traffic Racer,GAME,4.5,5387639,53M,"100,000,000+",Free,Everyone
Hill Climb Racing 2,GAME,4.6,2750410,Varies with device,"100,000,000+",Free,Everyone
Flow Free,GAME,4.3,1295606,11M,"100,000,000+",Free,Everyone
Knife Hit,GAME,4.5,461137,60M,"10,000,000+",Free,Everyone
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57M,"50,000,000+",Free,Everyone
Farm Fruit Pop: Party Time,GAME,4.4,9305,14M,"1,000,000+",Free,Everyone
ROBLOX,GAME,4.5,4448791,67M,"100,000,000+",Free,Everyone 10+
Helix Jump,GAME,4.2,1498648,33M,"100,000,000+",Free,Everyone
Subway Surfers,GAME,4.5,27724094,76M,"1,000,000,000+",Free,Everyone 10+
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,Everyone
Toon Blast,GAME,4.7,1351089,Varies with device,"10,000,000+",Free,Everyone
Love Balls,GAME,4.2,360630,40M,"50,000,000+",Free,Everyone
Granny,GAME,4.5,1137267,59M,"50,000,000+",Free,Teen
8 Ball Pool,GAME,4.5,14200344,52M,"100,000,000+",Free,Everyone
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,"100,000,000+",Free,Mature 17+
slither.io,GAME,4.4,5234810,Varies with device,"100,000,000+",Free,Everyone
Hungry Shark Evolution,GAME,4.5,6074334,100M,"100,000,000+",Free,Teen
Temple Run 2,GAME,4.3,8118937,62M,"500,000,000+",Free,Everyone
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,Teen
Magic Tiles 3,GAME,4.5,592282,Varies with device,"50,000,000+",Free,Everyone
Bowmasters,GAME,4.7,1535084,Varies with device,"50,000,000+",Free,Teen
Piano Tiles 2™,GAME,4.7,8118880,Varies with device,"100,000,000+",Free,Everyone
Pokémon GO,GAME,4.1,10424925,85M,"100,000,000+",Free,Everyone
Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,Everyone
Paint Hit,GAME,4.4,37023,33M,"10,000,000+",Free,Everyone
Snake VS Block,GAME,4.2,422244,32M,"50,000,000+",Free,Teen
Rolly Vortex,GAME,4.4,98123,40M,"10,000,000+",Free,Teen
Woody Puzzle,GAME,4.7,21262,29M,"1,000,000+",Free,Everyone
Stack Jump,GAME,4.3,118253,40M,"10,000,000+",Free,Teen
Color by Number – New Coloring Book,GAME,4.7,141529,24M,"5,000,000+",Free,Everyone 10+
The Cube,GAME,4.2,70226,38M,"5,000,000+",Free,Everyone
Extreme Car Driving Simulator,GAME,4.3,2251012,52M,"100,000,000+",Free,Everyone
Bricks n Balls,GAME,4.4,30253,Varies with device,"1,000,000+",Free,Everyone
The Fish Master!,GAME,4.1,15763,54M,"1,000,000+",Free,Everyone
Color Road,GAME,4.1,84911,71M,"10,000,000+",Free,Everyone
Draw In,GAME,4.2,46416,73M,"10,000,000+",Free,Everyone
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57M,"50,000,000+",Free,Everyone
PLANK!,GAME,4.7,7196,38M,"500,000+",Free,Everyone
Looper!,GAME,4.6,48256,62M,"1,000,000+",Free,Everyone
Trivia Crack,GAME,4.5,6427773,95M,"100,000,000+",Free,Everyone
Will it Crush?,GAME,3.1,25825,16M,"5,000,000+",Free,Everyone
Tomb of the Mask,GAME,4.1,55380,39M,"5,000,000+",Free,Everyone
Baseball Boy!,GAME,3.4,148177,78M,"10,000,000+",Free,Everyone
PUBG MOBILE,GAME,4.4,3715656,36M,"50,000,000+",Free,Teen
Episode - Choose Your Story,GAME,4.3,1841061,Varies with device,"50,000,000+",Free,Teen
Hello Stars,GAME,4.6,101686,31M,"10,000,000+",Free,Everyone
Run Sausage Run!,GAME,4.4,275447,Varies with device,"10,000,000+",Free,Everyone 10+
Tank Stars,GAME,4.3,174755,98M,"10,000,000+",Free,Everyone 10+
Castle Clash: Heroes of the Empire US,GAME,4.6,4578476,24M,"50,000,000+",Free,Everyone 10+
Hole.io,GAME,4.2,145353,85M,"10,000,000+",Free,Teen
Helix Jump,GAME,4.2,1499373,33M,"100,000,000+",Free,Everyone
Mini Golf King - Multiplayer Game,GAME,4.5,531458,100M,"5,000,000+",Free,Everyone
PUBG MOBILE,GAME,4.4,3714270,36M,"50,000,000+",Free,Teen
Flip the Gun - Simulator Game,GAME,4.2,195558,86M,"10,000,000+",Free,Everyone
Mad Skills BMX 2,GAME,4.5,29940,80M,"1,000,000+",Free,Everyone
Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,Everyone
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41975,79M,"1,000,000+",Free,Everyone
Word Link,GAME,4.6,216675,30M,"10,000,000+",Free,Everyone
Last Day on Earth: Survival,GAME,4.5,2311785,87M,"10,000,000+",Free,Teen
MARVEL Strike Force,GAME,4.3,165888,91M,"5,000,000+",Free,Teen
Partymasters - Fun Idle Game,GAME,4.6,541144,63M,"10,000,000+",Free,Teen
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,"10,000,000+",Free,Teen
Offroad Outlaws,GAME,4.4,29168,Varies with device,"1,000,000+",Free,Everyone
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95M,"5,000,000+",Free,Teen
DRAGON BALL LEGENDS,GAME,4.6,337752,48M,"5,000,000+",Free,Teen
Disney Heroes: Battle Mode,GAME,4.6,102107,Varies with device,"5,000,000+",Free,Everyone 10+
Homescapes,GAME,4.6,3093358,Varies with device,"10,000,000+",Free,Everyone
New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079,93M,"5,000,000+",Free,Everyone
Word Crossy - A crossword game,GAME,4.5,240416,53M,"5,000,000+",Free,Everyone
MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506,82M,"1,000,000+",Free,Everyone
Hero Hunters,GAME,4.4,70747,99M,"5,000,000+",Free,Teen
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,"10,000,000+",Free,Everyone
Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15403,25M,"1,000,000+",Free,Everyone
TerraGenesis - Space Colony,GAME,4.3,38957,Varies with device,"1,000,000+",Free,Everyone
Merge Dragons!,GAME,4.5,214777,91M,"5,000,000+",Free,Everyone
SHADOWGUN LEGENDS,GAME,4.6,100609,52M,"1,000,000+",Free,Teen
RULES OF SURVIVAL,GAME,4.2,1343866,56M,"10,000,000+",Free,Teen
Mafia City,GAME,4.5,168717,56M,"10,000,000+",Free,Mature 17+
"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4.8,549720,85M,"10,000,000+",Free,Everyone
Dino War: Rise of Beasts,GAME,4.1,18996,81M,"1,000,000+",Free,Teen
Tokyo Ghoul: Dark War,GAME,4.3,25094,82M,"1,000,000+",Free,Teen
Last Shelter: Survival,GAME,4.4,93033,98M,"5,000,000+",Free,Teen
Guns of Glory,GAME,4,120592,77M,"10,000,000+",Free,Everyone 10+
Lineage 2: Revolution,GAME,4.2,187972,99M,"5,000,000+",Free,Teen
Final Fantasy XV: A New Empire,GAME,4,484981,Varies with device,"10,000,000+",Free,Everyone 10+
Girls' Frontline,GAME,4.2,2055,96M,"100,000+",Free,Teen
Chapters: Interactive Stories,GAME,4.5,73539,96M,"1,000,000+",Free,Mature 17+
Honkai Impact 3rd,GAME,4.7,59017,82M,"1,000,000+",Free,Teen
Master of Eternity(MOE),GAME,4.2,5829,70M,"100,000+",Free,Teen
The Game of Life,GAME,4.4,18621,63M,"100,000+",Paid,Everyone
Clue,GAME,4.6,19922,35M,"100,000+",Paid,Everyone 10+
The Room: Old Sins,GAME,4.9,21119,48M,"100,000+",Paid,Everyone
The Escapists,GAME,4.4,7412,84M,"100,000+",Paid,Teen
Farming Simulator 18,GAME,4.5,18125,15M,"100,000+",Paid,Everyone
RollerCoaster Tycoon® Classic,GAME,4.6,10795,69M,"100,000+",Paid,Everyone
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46M,"100,000+",Paid,Teen
Star Wars ™: DIRTY,GAME,4.5,38207,15M,"100,000+",Paid,Teen
Monument Valley 2,GAME,4.6,9394,33M,"100,000+",Paid,Everyone
DRAGON BALL LEGENDS,GAME,4.6,337913,48M,"5,000,000+",Free,Teen
ROBLOX,GAME,4.5,4449882,67M,"100,000,000+",Free,Everyone 10+
Candy Crush Saga,GAME,4.4,22429716,74M,"500,000,000+",Free,Everyone
Angry Birds 2,GAME,4.6,3883589,57M,"100,000,000+",Free,Everyone
8 Ball Pool,GAME,4.5,14200550,52M,"100,000,000+",Free,Everyone
Fallout Shelter,GAME,4.6,2719142,25M,"10,000,000+",Free,Teen
Harry Potter: Hogwarts Mystery,GAME,4.4,1107197,Varies with device,"10,000,000+",Free,Teen
PUBG MOBILE,GAME,4.4,3716278,36M,"50,000,000+",Free,Teen
The Sims™ FreePlay,GAME,4.3,931595,31M,"10,000,000+",Free,Teen
MARVEL Strike Force,GAME,4.3,165928,91M,"5,000,000+",Free,Teen
Best Fiends - Free Puzzle Game,GAME,4.6,1480189,Varies with device,"10,000,000+",Free,Everyone
MARVEL Contest of Champions,GAME,4.3,2468063,92M,"50,000,000+",Free,Teen
Jurassic World™ Alive,GAME,4.3,309176,70M,"5,000,000+",Free,Everyone 10+
Choices: Stories You Play,GAME,4.6,807338,93M,"10,000,000+",Free,Teen
Solitaire TriPeaks,GAME,4.5,446434,52M,"10,000,000+",Free,Everyone
Merge Dragons!,GAME,4.5,214819,91M,"5,000,000+",Free,Everyone
The Walking Dead: Road to Survival,GAME,4.2,522466,37M,"10,000,000+",Free,Mature 17+
Hustle Castle: Fantasy Kingdom,GAME,4.7,584126,64M,"10,000,000+",Free,Everyone 10+
Might & Magic: Elemental Guardians,GAME,4.3,32551,35M,"500,000+",Free,Mature 17+
Game of Thrones: Conquest™,GAME,4,90218,97M,"1,000,000+",Free,Teen
Love Nikki-Dress UP Queen,GAME,4.4,212524,93M,"5,000,000+",Free,Everyone
Summoners War,GAME,4.3,2045554,28M,"50,000,000+",Free,Teen
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83M,"5,000,000+",Free,Teen
Idle Heroes,GAME,4.7,416540,99M,"10,000,000+",Free,Everyone 10+
Fate/Grand Order (English),GAME,4.4,16601,55M,"500,000+",Free,Teen
Honkai Impact 3rd,GAME,4.7,59017,82M,"1,000,000+",Free,Teen
Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057481,14M,"50,000,000+",Free,Teen
War and Order,GAME,4.3,224514,81M,"5,000,000+",Free,Teen
Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247,Varies with device,"1,000,000+",Free,Teen
Candy Crush Saga,GAME,4.4,22430188,74M,"500,000,000+",Free,Everyone
ROBLOX,GAME,4.5,4449910,67M,"100,000,000+",Free,Everyone 10+
8 Ball Pool,GAME,4.5,14201891,52M,"100,000,000+",Free,Everyone
Subway Surfers,GAME,4.5,27725352,76M,"1,000,000,000+",Free,Everyone 10+
Candy Crush Soda Saga,GAME,4.4,6199095,67M,"100,000,000+",Free,Everyone
Zombie Hunter King,GAME,4.3,10493,50M,"1,000,000+",Free,Mature 17+
Bubble Shooter,GAME,4.5,148945,46M,"10,000,000+",Free,Everyone
Toon Blast,GAME,4.7,1351771,Varies with device,"10,000,000+",Free,Everyone
Toy Blast,GAME,4.7,1889582,Varies with device,"50,000,000+",Free,Everyone
Clash Royale,GAME,4.6,23136735,97M,"100,000,000+",Free,Everyone 10+
Clash of Clans,GAME,4.6,44893888,98M,"100,000,000+",Free,Everyone 10+
Farm Heroes Saga,GAME,4.4,7614415,70M,"100,000,000+",Free,Everyone
Plants vs. Zombies FREE,GAME,4.4,4067651,69M,"100,000,000+",Free,Everyone 10+
Word Search,GAME,4.7,295576,3.9M,"10,000,000+",Free,Everyone
Block Puzzle,GAME,4.6,59907,7.8M,"5,000,000+",Free,Everyone
Super Jim Jump - pixel 3d,GAME,4.5,10460,18M,"1,000,000+",Free,Everyone
Pou,GAME,4.3,10486018,24M,"500,000,000+",Free,Everyone
Temple Run 2,GAME,4.3,8119151,62M,"500,000,000+",Free,Everyone
Flow Free,GAME,4.3,1295625,11M,"100,000,000+",Free,Everyone
Homescapes,GAME,4.6,3093932,Varies with device,"10,000,000+",Free,Everyone
Wordscapes,GAME,4.8,230849,87M,"10,000,000+",Free,Everyone
My Talking Angela,GAME,4.5,9883367,99M,"100,000,000+",Free,Everyone
slither.io,GAME,4.4,5235294,Varies with device,"100,000,000+",Free,Everyone
Cooking Fever,GAME,4.5,3198176,82M,"100,000,000+",Free,Everyone
Yes day,GAME,4.5,10055521,94M,"100,000,000+",Free,Everyone
Gardenscapes,GAME,4.6,4129665,Varies with device,"50,000,000+",Free,Everyone
Fishdom,GAME,4.6,2158580,Varies with device,"10,000,000+",Free,Everyone
Galaxy Attack: Alien Shooter,GAME,4.6,506593,Varies with device,"10,000,000+",Free,Everyone
Score! Hero,GAME,4.6,5419676,96M,"100,000,000+",Free,Everyone
Zombie Catchers,GAME,4.7,990723,75M,"10,000,000+",Free,Everyone
Magic Tiles 3,GAME,4.5,592504,Varies with device,"50,000,000+",Free,Everyone
Jewels Star: OZ adventure,GAME,4.5,21892,14M,"1,000,000+",Free,Everyone
Granny,GAME,4.5,1138239,59M,"50,000,000+",Free,Teen
Dream League Soccer 2018,GAME,4.6,9883806,74M,"100,000,000+",Free,Everyone
Sweet Fruit Candy,GAME,4.5,197540,29M,"10,000,000+",Free,Everyone
Fruits Bomb,GAME,4.4,74695,17M,"10,000,000+",Free,Everyone
Angry Birds Classic,GAME,4.4,5566889,97M,"100,000,000+",Free,Everyone
Talking Tom Gold Run,GAME,4.6,2698882,78M,"100,000,000+",Free,Everyone
Bowmasters,GAME,4.7,1535973,Varies with device,"50,000,000+",Free,Teen
My Talking Tom,GAME,4.5,14892469,Varies with device,"500,000,000+",Free,Everyone
Hill Climb Racing,GAME,4.4,8923818,63M,"100,000,000+",Free,Everyone
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,Varies with device,"100,000,000+",Free,Mature 17+
Pixel Art: Color by Number Game,GAME,4.7,1125438,25M,"10,000,000+",Free,Everyone
Shoot Bubble - Fruit Splash,GAME,4.6,29445,29M,"5,000,000+",Free,Everyone
Rider,GAME,4.5,655145,72M,"10,000,000+",Free,Teen
Zombie Tsunami,GAME,4.4,4921451,Varies with device,"100,000,000+",Free,Everyone 10+
Garena Free Fire,GAME,4.5,5476569,53M,"100,000,000+",Free,Teen
Doodle Jump,GAME,4.3,1083571,Varies with device,"50,000,000+",Free,Everyone
Subway Surfers,GAME,4.5,27725352,76M,"1,000,000,000+",Free,Everyone 10+
Helix Jump,GAME,4.2,1500999,33M,"100,000,000+",Free,Everyone
Crossy Road,GAME,4.5,4230886,60M,"100,000,000+",Free,Everyone
Temple Run 2,GAME,4.3,8119154,62M,"500,000,000+",Free,Everyone
slither.io,GAME,4.4,5235294,Varies with device,"100,000,000+",Free,Everyone
Bowmasters,GAME,4.7,1535973,Varies with device,"50,000,000+",Free,Teen
Talking Tom Gold Run,GAME,4.6,2698889,78M,"100,000,000+",Free,Everyone
Zombie Catchers,GAME,4.7,990663,75M,"10,000,000+",Free,Everyone
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,Varies with device,"100,000,000+",Free,Mature 17+
Swamp Attack,GAME,4.4,2119218,70M,"50,000,000+",Free,Everyone 10+
Earn to Die 2,GAME,4.6,1327265,99M,"50,000,000+",Free,Teen
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,184210,99M,"10,000,000+",Free,Everyone
Kick the Buddy,GAME,4.3,1003269,Varies with device,"50,000,000+",Free,Teen
Hungry Shark World,GAME,4.5,1242855,27M,"50,000,000+",Free,Teen
Dude Perfect 2,GAME,4.5,401425,70M,"10,000,000+",Free,Everyone
Shadow Fight 2,GAME,4.6,10979062,88M,"100,000,000+",Free,Everyone 10+
Alto's Adventure,GAME,4.6,515657,63M,"10,000,000+",Free,Everyone
DEER HUNTER 2018,GAME,4.3,955656,82M,"10,000,000+",Free,Teen
DRAGON BALL LEGENDS,GAME,4.6,337913,48M,"5,000,000+",Free,Teen
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,Varies with device,"50,000,000+",Free,Mature 17+
Cover Fire: offline shooting games for free,GAME,4.7,725897,31M,"10,000,000+",Free,Teen
Anger of stick 5 : zombie,GAME,4.5,549039,23M,"50,000,000+",Free,Teen
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,Varies with device,"50,000,000+",Free,Everyone
Soul Knight,GAME,4.7,292164,59M,"10,000,000+",Free,Everyone 10+
Major Mayhem,GAME,4.6,520962,39M,"10,000,000+",Free,Teen
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54M,"10,000,000+",Free,Teen
Strawberry Shortcake BerryRush,GAME,4.3,525517,48M,"10,000,000+",Free,Everyone
Extreme Match,GAME,4.5,696,Varies with device,"100,000+",Free,Everyone
Power Rangers Dino Charge,GAME,4.3,194969,30M,"10,000,000+",Free,Everyone 10+
Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,66M,"10,000,000+",Free,Teen
Agar.io,GAME,4.2,3816799,32M,"100,000,000+",Free,Everyone
Zombie Hunter King,GAME,4.3,10538,50M,"1,000,000+",Free,Mature 17+
Garena Free Fire,GAME,4.5,5476569,53M,"100,000,000+",Free,Teen
Battlelands Royale,GAME,4.4,105620,61M,"1,000,000+",Free,Everyone 10+
Once Upon a Tower,GAME,4.7,37139,49M,"1,000,000+",Free,Everyone 10+
TEKKEN™,GAME,4.2,147791,38M,"5,000,000+",Free,Teen
diep.io,GAME,4.1,347883,20M,"10,000,000+",Free,Everyone
Arrow.io,GAME,4.5,343263,Varies with device,"10,000,000+",Free,Everyone 10+
BEYBLADE BURST app,GAME,4.5,216849,Varies with device,"10,000,000+",Free,Everyone
Dragon Hills,GAME,4.5,354373,66M,"10,000,000+",Free,Everyone 10+
Bus Rush: Subway Edition,GAME,4.1,753043,57M,"100,000,000+",Free,Teen
DC Super Hero Girls™,GAME,4.3,43055,95M,"5,000,000+",Free,Everyone
Tiny Archers,GAME,4.5,80678,Varies with device,"5,000,000+",Free,Mature 17+
Metal Soldiers 2,GAME,4.4,153381,Varies with device,"10,000,000+",Free,Teen
Runner 3d like,GAME,4.5,559,32M,"100,000+",Free,Everyone 10+
War Robots,GAME,4.6,3073251,33M,"50,000,000+",Free,Everyone 10+
Dinosaur Simulator: Dino World,GAME,4,26649,66M,"5,000,000+",Free,Teen
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75M,"50,000,000+",Free,Teen
Quiz: Logo game,GAME,4.5,306764,29M,"10,000,000+",Free,Everyone
Candy Crush Saga,GAME,4.4,22430188,74M,"500,000,000+",Free,Everyone
Plants vs. Zombies FREE,GAME,4.4,4067651,69M,"100,000,000+",Free,Everyone 10+
Block Puzzle,GAME,4.6,59907,7.8M,"5,000,000+",Free,Everyone
Helix Jump,GAME,4.2,1500622,33M,"100,000,000+",Free,Everyone
8 Ball Pool,GAME,4.5,14201604,52M,"100,000,000+",Free,Everyone
Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50M,"10,000,000+",Free,Everyone
Bubble Shooter,GAME,4.5,148990,46M,"10,000,000+",Free,Everyone
Solitaire,GAME,4.7,154264,12M,"10,000,000+",Free,Everyone
Bubble Shooter Genies,GAME,4.5,26985,41M,"5,000,000+",Free,Everyone
Blossom Blast Saga,GAME,4.5,1125438,63M,"10,000,000+",Free,Everyone
Traffic Racer,GAME,4.5,5387781,53M,"100,000,000+",Free,Everyone
Hill Climb Racing,GAME,4.4,8923847,63M,"100,000,000+",Free,Everyone
Earn to Die 2,GAME,4.6,1327269,99M,"50,000,000+",Free,Teen
Bubble Shooter 2,GAME,4.3,23043,Varies with device,"5,000,000+",Free,Everyone
Candy Bomb,GAME,4.4,42145,20M,"10,000,000+",Free,Everyone
Flow Free,GAME,4.3,1295625,11M,"100,000,000+",Free,Everyone
Zombie Catchers,GAME,4.7,990796,75M,"10,000,000+",Free,Everyone
Gems or jewels ?,GAME,4.7,171448,13M,"10,000,000+",Free,Teen
Angry Birds Rio,GAME,4.4,2610680,46M,"100,000,000+",Free,Everyone
Candy Crush Jelly Saga,GAME,4.3,1300619,78M,"50,000,000+",Free,Everyone
Cut the Rope FULL FREE,GAME,4.4,2123793,49M,"100,000,000+",Free,Everyone
Jewels Star: OZ adventure,GAME,4.5,21892,14M,"1,000,000+",Free,Everyone
Hungry Shark Evolution,GAME,4.5,6074627,100M,"100,000,000+",Free,Teen
Power Pop Bubbles,GAME,4.4,104303,Varies with device,"10,000,000+",Free,Everyone
Angry Birds Classic,GAME,4.4,5566908,97M,"100,000,000+",Free,Everyone
Best Fiends - Free Puzzle Game,GAME,4.6,1480182,Varies with device,"10,000,000+",Free,Everyone
Hill Climb Racing 2,GAME,4.6,2750645,Varies with device,"100,000,000+",Free,Everyone
Jewels classic Prince,GAME,4.4,47644,15M,"5,000,000+",Free,Everyone
Fruit Block - Puzzle Legend,GAME,4.6,125647,33M,"10,000,000+",Free,Everyone
Bubble Shooter Space,GAME,4.2,4355,Varies with device,"1,000,000+",Free,Everyone
Swamp Attack,GAME,4.4,2119235,70M,"50,000,000+",Free,Everyone 10+
1LINE – One Line with One Touch,GAME,4.6,214878,10M,"10,000,000+",Free,Everyone
Stick War: Legacy,GAME,4.6,811040,77M,"10,000,000+",Free,Teen
Bowmasters,GAME,4.7,1536349,Varies with device,"50,000,000+",Free,Teen
